Comuna;Prov;Prov2;Prov3;Region;Region2;Circunsc;Distrito;Censo92;Censo02;Plebissi;Plsbisno;Pleval;Plenul;Pleblan;Plebemit;Plebinsc;Prebu89;Preerr89;Preayl89;Pre89_Emival;Preval89;Prenul89;Prebla89;Preemi89;Preins89;Premax93;Prepiz93;Prefre93;Prerei93;Preale93;Prepi_93;Pre93_Emival;Preval93;Prenul93;Prebla93;Preemi93;Preinc93;Prfrei99;Presl99;Pregm99;Preth99;Prerl99;Prejl99;Pre99_Emival;Preval99;Prenul99;Prebla99;Preemi99;Prerl299;Prejl299;Pre299_Emival;Preva299;Prenu299;Prebl299;Preem299;Prein299;Prepi_05;Prebac05;Prehir05;Prelav05;Pre05_Emival;Preval05;Prenul05;Prebla05;Preemi05;Preba052;Prepi052;Pre052_Emival;Preva052;Prenu052;Prebl052;Preem052;Preins05;Presar09;Presme09;Prespi09;Presfr09;Presnu09;Presbl09;Pre09_Emival;Presva09;Presem09;Prepi092;Prefr092;Prenu092;Prebl092;Pre092_Emival;Porcval;Preem092;Incpres09;Part09;Sendc89;Senph89;Senpr89;Senppd89;Senila89;Senrn89;Senudi89;Senilb89;Senilc89;Senavn89;Senpdr89;Senild89;Senpl89;Senps89;Senile89;Senilf89;Senpai89;Senifp89;Sen89_Emival;Senval89;Sennul89;Senbla89;Senemi89;Senins89;Senmap93;Senpc93;Senila93;Senucc93;Sensur93;Senrn93;Senudi93;Senilb93;Senahv93;Senilc93;Sendc93;Senpr93;Senps93;Senppd93;Senic93;Senifp93;Sen93_Emival;Senval93;Sennul93;Senbla93;Senemi93;Senins93;Senph97;Senrn97;Senudi97;Senilb97;Senpdc97;Senprs97;Senps97;Senppd97;Senpc97;Senild97;Senucc97;Senile97;Sen97_Emival;Senval97;Sennu97;Senbla97;Senemi97;Senins97;Senpc01;Senph01;Senudi01;Senid01;Senrn01;Senpl01;Senprsd1;Senppd01;Senps01;Senpdc01;Senifp01;Sen01_Emival;Senval01;Sennul01;Senbla01;Senemi01;Senins01;Senani05;Senila05;Senifp05;Senpc05;Senph05;Senilc05;Senilb05;Senpdc05;Senppd05;Senprs05;Senps05;Senrn05;Senudi05;Senild05;Sen05_Emival;Senval05;Sennul05;Senbla05;Senemi05;Senins05;Dippdc89;Dipph89;Dippr89;Dippv89;Dipppd89;Dipila89;Diprn89;Dipudi89;Dipilb89;Dipilc89;Dipavn89;Dippdr89;Dipild89;Dippl89;Dipps89;Dipile89;Dipilf89;Dippai89;Dipprs89;Dipilg89;Dipifp89;Dip89_Emival;Dipval89;Dipnul89;Dipbla89;Dipemi89;Dipins89;Dipmap93;Dippc93;Dipila93;Dippn93;Dipucc93;Dipsur93;Diprn93;Dipudi93;Dipilb93;Dipme93;Dipahv93;Dipilc93;Dipdc93;Dippr93;Dippsd93;Dipps93;Dipppd93;Dipic93;Dipifp93;Dip93_Emival;Dipval93;Dipnul93;Dipbla93;Dipemi93;Dipins93;Dipph97;Dippsu97;Diprn97;Dipudi97;Dipilb97;Dipdc97;Dipprs97;Dipps97;Dippd97;Dipilc97;Dipnap97;Dippc97;Dipild97;Dipucc97;Dipile97;Dipifp97;Dip97_Emival;Dipval97;Dipnul97;Dipbla97;Dipemi97;Dipins97;Dippc01;Dipph01;Diprn01;Dipudi01;Dipilc01;Dippl01;Dippdc01;Dipprsd1;Dipps01;Dipppd01;Dipile01;Dipifp01;Dip01_Emival;Dipval01;Dipnul01;Dipbla01;Dipemi01;Dipins01;Dippar05;Dipani05;Dianiila;Dippc05;Dipph05;Dipilc05;Dipilb05;Dippdc05;Dipppd05;Dipprs05;Dipps05;Diprn05;Dipudi05;Dipild05;Dipifp05;Dip05_Emival;Dipval05;Dipnul05;Dipbla05;Dipemi05;Dipins05;Dipcon09;Dipali09;Dipnm09;Dipchi09;Dipind09;Dipnul09;Dipbla09;Dipdc09;Dipppd09;Dipps09;Dippc09;Diprsd09;Dipila09;Diprn09;Dipudi09;Dipch109;Dipilb09;Dipph09;Dippe09;Dipilc09;Dippri09;Dipmas09;Dipild09;Dipinf09;Dip09_Emival;Dipval09;Dipemi09;Inc09;Munavh92;Mundc92;Munpr92;Munsd92;Munps92;Munppd92;Munic92;Muntot_Con92;Munpc92;Munpl92;Munpn92;Munrn92;Munudi92;Munid92;Muntot_Al92;Munucc92;Munifp92;Mun92_Emival;Munval92;Munnul92;Munbla92;Munemi92;Munins92;Munsur96;Munisu96;Munucc96;Muniuc96;Munpc96;Muipc196;Muipc296;Munrn96;Munudi96;Munirn96;Muniud96;Munid96;Muntot_Al96;Munph96;Muniph96;Muiph296;Mundc96;Munprs96;Munps96;Munppd96;Muidc96;Muippd96;Muidcr96;Mipdps96;Mipds296;Muips96;Munic96;Munipr96;Muntot_Con96;Munilg96;Mun96_Emival;Munval96;Munnul96;Munbla96;Munemi96;Munins96;Munph00;Munila00;Munpc00;Munilb00;Munrn00;Munudi00;Munilc00;Muntot_Al00;Munucc00;Munild00;Munpdc00;Munpl00;Munppd00;Munprs00;Munps00;Munile00;Muntot_Con00;Munifp00;Mun00_Emival;Munval00;Munnul00;Munbla00;Munemi00;Muninc00;Alcph04;Alcpc04;Alcila04;Totalcjp;Alcrn04;Alcudi04;Alcilb04;Totalcal;Alcpdc04;Alcprs04;Alcppd04;Alcps04;Alcilc04;Totalcco;Alcani04;Alcild04;Alcile04;Alcifp04;Alc04_Emival;Alcval04;Alcnul04;Alcbla04;Alcemi04;Alcins04;Alcpri08;Alcpe08;Alcila08;Alcfp08;Alcilb08;Alcpdc08;Alcps08;Alcilc08;Alcpc08;Alcph08;Alcild08;Alcrn08;Alcudi08;Alcile08;Alcppd08;Alcpr08;Alcilf08;Alcifp08;Alc08_Emival;Alcval08;Alcnul08;Alcbla08;Alcemi08;Conph04;Concph04_Esc;Escph04;Conph04ind_Esc;Conpc04;Escpc04;Conpci04;Escpc104;Conila04;Escld04;Totconjp;Conrn04;Escrn04;Conrni;Escrni04;Conudi04;Escudi04;Conudii4;Esudii04;Conilb04;Contot_Al04;Conpdc04;Escpdc04;Subpdc_Ind04;Espdci04;Subpdc04;Conprs04;Conpr04;Conppd04;Escppd04;Conps04;Escps04;Subp_Ppd_Ps_Prs_Ind04;Escsub04;Conilc04;Contot_Con04;Conani04;Escani04;Conild04;Escild04;Conpar04;Escpar04;Conile04;Escile04;Conifp04;Esci04;Con04_Emival;Conval04;Connul04;Conbla04;Conemi04;Conins04;Conpri08;Escpri08;Subpri08;Indpri08;Esprii08;Conpe08;Escpe08;Subpe08;Indpe08;Espei08;Confp08;Escfp08;Subfp08;Indfp08;Escfpi08;Conpdc08;Escpdc08;Subpdc08;Indpdc08;Espdci08;Conps08;Escps08;Indps08;Escpsi08;Subps08;Conpc08;Escpc08;Subpc08;Indpc08;Escpci08;Conic08;Escic08;Conph08;Escph08;Subph08;Indph08;Escphi08;Conrn08;Escrn08;Subrn08;Indrn08;Escrni08;Conudi08;Escudi08;Subudi08;Indudi08;Esudii08;Conali;Conppd08;Escppd08;Subppd08;Indppd08;Esppdi08;Conpr08;Escpr08;Subpr08;Indpr08;Esprni08;Con08;Conifp08;Escifp08;Con08_Emival;Conval08;Connul08;Conbla08;Conemi08;Sendc09;Senppd09;Senps09;Senprs09;Senrn09;Senudi09;Senilb09;Senph09;Senilc09;Senpri09;Senild09;Senif09;Sennul09;Senbla09;Sen09_Emival;Senval09;Senemi09;Paralc92;Paralc96;Paralc00;Paralc04;Paralc08;Var00009;Incert;Idh03;Prov3a;Conpro;Condem;Compc;Difpdcpc;Pcind;Alcjp08;Partjp;Alcon08;Var00003
Pumanque;27;SAN FERNANDO;COLCHAGUA;6;6;9;35;3773;3442;59.74382401;40.25617599;98.4241333;0.450247645;1.125619054;2221;2249;36.46778107;12.50596619;51.02625275;2095;96.32183838;1.425287366;2.252873659;2175;2268;1.584943056;2.625061989;64.48737335;1.634472489;23.37791061;6.290242672;2019;94.08201599;2.23671937;3.6812675;2146;2320;0.736377001;0.834560633;1.129111409;0.687285244;47.37358856;49.23907852;2037;97.41750336;1.147776127;1.434720278;2091;49.18426132;50.81573868;2084;98.95536804;0.522317171;0.522317171;2106;2345;21.85000038;48.54000092;3.519999981;26.10000038;2188;96.18000031;1.320000052;2.51211977;2275;57.99909973;42.00090027;2219;98.18584442;1.017699122;0.796460152;2260;2603;2.49000001;13.15999985;40.45999908;43.88000107;1.59;1.79;2370;96.62;2453;44.49;55.50999832;1.65;0.76;2430;97.59;2490;2868;86.82008368;31.32530212;;;;21.3353405;8.483935356;;20.63253021;;;12.09839344;3.614457846;2.510040045;;;;;;1992;91.58620453;3.402298927;5.01149416;2175;2268;;;;;;;;;;;;;;;;;;;;;;2320;3.062360764;;5.567928791;24.55456543;27.33852959;16.48106956;;;2.060133696;;1.447661519;19.48775101;1796;87.95298767;5.288932323;6.758080482;2042;2378;;;;;;;;;;;;;;;;;2708;;;;;2.319999933;2.809999943;;;29.89999962;;26.70999908;;23.07999992;15.18999958;2067;90.86000061;3.25;5.889999866;2275;2603;31.70608902;;;;19.87921524;;10.92098618;;23.85505867;;5.334675312;3.724207401;;3.271263123;;;;;;;1.308505297;1987;91.35632324;3.12643671;5.517241478;2175;2268;;2.635658979;;;;;18.139534;;19.84496117;;;;49.25064468;;;;10.12919903;;;1935;90.16775513;4.380242348;5.452003956;2146;2320;2.441731453;;8.37957859;6.270810127;;26.58157539;;;6.326303959;;;3.385127544;;46.61487198;;;1802;88.24681854;5.582761765;6.170421124;2042;2378;1.997840166;2.970000029;25.54000092;22.95000076;;;14.89999962;;;31.63999939;;;1852;92.08999634;4.079999924;3.829999924;2011;2385;;;;4.019999981;2.230000019;;;43.43999863;;;7.699999809;;32.68999863;9.930000305;;2065;90.76999664;2.589999914;6.639999866;2275;2603;47.19;48.14;1.75;2.91;;4.08;4.97;41.77000046;;;5.420000076;;;16.48999977;31.65;;;1.75;;;2.910000086;;;;2231;90.95;2453;2868;;24.49596786;7.711693764;;2.16733861;6.955645084;;41.34;1.209677458;;;22.53024101;8.518145561;7.006048203;38.06;19.40524101;;1984;94.20703125;3.228869915;2.56410265;2106;2313;;;0.923226416;47.7648201;0.340136051;;;8.163265228;;5.296404362;4.810495853;;18.27;;;;19.77648163;6.656948566;2.235179901;4.033041954;;;;;;;;;32.71;;2058;96.39344025;2.107728243;1.498829007;2135;2413;;;0.193423599;;4.835589886;;6.528046608;11.37;2.417794943;46.32495117;2.417794943;0.580270767;;3.771760225;;30.02901268;36.8;2.901354074;2068;96.63551331;1.822429895;1.542056084;2140;2426;;;1.203783274;1.200000048;;;57.22269821;57.22000122;;;38.52106476;;;38.52000046;;;;3.052450657;2326;97.93684387;0.800000012;1.263157845;2375;2654;;;;;;;11.94;;;;;;;46.11;;;;41.95;2572;98.28;0.61;1.11;2617;;;;;0.388433307;0;1.04;0;;;1.429999948;27.14717293;2;;;20.24169159;1;;;;47.38999939;15.36469555;2;6.86;0;22.22;4.531722069;0;7.164436817;1;4.661200047;0;;;6.862321854;38.56999969;;;;;;;;;12.60250282;0;2317;97.39385986;0.840689361;1.765447617;2379;2654;;;7.81;7.81;0;;;;;;;;;;;11.76;1;18.05;6.29;0;7.66;1;3.32;0;10.98;2.97;0;2.97;;;;;0.270000011;0;0.27;;;9.68;1;19.59;9.91;1;15.31;1;15.31;;;34.9;11.05;1;15.85;4.8;0;1.129999995;0;3.98;2.85;0;48.86;5.2;0;2561;97.34;1.25;1.41;2631;;;;;;;;;;;;;;;;;;3;11;11;13;13;;114.46;0.635;17;19.83;29.03;6;-4.17;;;0;11.94;
Limache;16;MARGA MARGA;MARGA MARGA;5;5;5;12;34839;39219;49.44174194;50.55825806;97.24267578;1.510346651;1.246976614;18605;19051;33.21313477;18.84500122;47.9418602;18026;97.48526001;1.476393938;1.038342953;18491;19470;4.856800556;3.223347425;53.41391754;0.925623417;30.0010891;7.579222679;18366;93.513237;4.195519447;2.291242361;19640;21105;0.42737326;0.357925117;2.836689949;0.486137092;38.63454056;57.25733185;18719;96.17736053;2.897806168;0.924831748;19463;40.98524094;59.01475906;19041;97.40140533;1.959179521;0.6394189;19549;21229;29.12000084;39.06999969;4.130000114;27.69000053;18437;95.43000031;3.309999943;1.25;19319;44.4802742;55.5197258;18606;96.72991943;2.630621195;0.639459312;19235;21512;5.72;23.35;49.67;21.26;3.55;1.44;18878;95.01;19870;60.22;39.77999878;3.03;0.86;19019;96.11;19789;22098;89.5510906;;;17.6562233;;17.55813217;;;40.18810272;;;;;;;8.366511345;;16.23103142;;17331;93.73681641;3.948293686;2.314889908;18489;19470;;2.785593748;2.025886297;;;35.69499207;;1.778277993;;;;12.13280773;37.32132721;;;8.26111412;17770;90.56623077;5.438051224;3.995718956;19621;21105;;;;;;;;;;;;;;;;;;21068;3.25;;;;49.52999878;;;;27.45000076;19.76000023;;15378;80.83999634;14.63000011;4.53000021;19022;21196;;;;;;;;;;;;;;;;;;;;21512;;;;;32.70327759;17.53010941;18.31959915;23.24093819;;;;5.174897671;3.03117609;;;;;;;;;17353;93.8507309;3.4829638;2.666306019;18490;19470;;4.511662006;;;6.514953613;;37.98308945;;;;;;36.48487473;;14.50541973;;;;;17621;89.80226135;5.473448277;4.72428894;19622;21105;3.613824129;;37.1675415;4.117205143;;20.01502609;;29.41397476;;;;5.672426701;;;;;13310;70.90724945;24.94805908;4.144691467;18771;21068;4.80775547;;33.04999924;20.29000092;;;13.09000015;;28.75;;;;15267;80.26000214;15.14000034;4.599999905;19021;21196;;;;4.139999866;1.870000005;;;11.35999966;;;32.84000015;26.36000061;23.43000031;;;17038;88.23999786;8.319999695;3.430000067;19308;21512;35.22;48.55;14.8;1.43;;7.57;3.91;;;22.57999992;;12.64000034;;18.89;29.66;;;1.480000019;;13.32;1.429999948;;;;17589;88.52;19870;22098;;26.62228584;;1.82923305;8.405209541;5.771346092;;42.63;2.8422575;;;23.35166359;3.808972597;10.2170763;37.38;11.82054996;5.331403732;17275;92.49343872;4.79199028;2.714568615;18677;20261;;;;45.80797577;2.08567214;;1.618906975;2.924667597;;9.199409485;3.917282104;;16.04;;;0.401772529;13.26440144;1.672082663;14.35155106;4.756277561;;;;;;;;;34.04;;16925;89.60715485;7.602710724;2.79013133;18888;21028;10.909091;;;1.219866395;;1.405750751;52.68080139;54.09;2.811501503;1.905315161;10.71739769;;1.922741771;3.380772591;13.04676151;;29.07;;17215;89.904953;6.815333366;3.279716015;19148;21172;;;2.434998035;2.430000067;;;54.14775085;54.15000153;;34.38476563;;;;34.38000107;;;;9.032485962;16961;90.54559326;6.651719093;2.802690506;18732;20950;;;60.85;;;;;;13.08;;;26.08;;;;;;;17855;93.85;3.99;2.16;19025;1.999270797;0;6.01;0;3.39693737;0;1.91;0;;;13.31999969;10.1847353;1;4.33;0;28.43339729;2;;;4.326689243;42.93999863;6.064657211;0;;;6.06;17.62882805;1;4.126154423;1;12.4513855;1;;;;40.27000046;;;;;;;;;3.46378231;0;16456;88.35436249;7.774496555;3.871140957;18625;20950;4.39;0;4.39;;;;;;;;;;;;;7.62;0;7.62;;;11.59;1;;;11.59;3.21;0;3.85;0.64;0;;;1.96;0;1.96;;;21.32;2;22.66;1.340000033;0;19.04;2;22.24;3.2;0;44.9;2.32;0;4.02;1.7;0;10.77;1;12.53;1.76;0;35.76;9.13;0;16953;89.87;6.74;3.39;18864;16.74;;;16.03;26.22;18.16;;;20.2;;;2.65;7.59;3.13;17741;89.28;19871;2;11;9;13;9;;66.56;0.722;39;16.55;19.21;1;1.56;13.08;13.08;1;;
Coltauco;26;RANCAGUA;CACHAPOAL 2;6;6;9;33;15205;16228;40.85894394;59.14105606;97.24137878;1.583652616;1.174968123;7830;7924;29.55289078;9.419301987;61.02780914;7336;96.05866241;1.911745429;2.029592752;7637;7944;2.833200216;2.979515791;69.26044464;1.423250914;19.47326469;4.03032732;7518;93.5307312;2.861408234;3.607862711;8038;8519;0.498491406;0.629673362;1.928374648;0.301718473;50.96418762;45.67755508;7623;96.83689117;1.956300855;1.206808925;7872;52.60197067;47.39802933;7821;98.29080963;0.992836475;0.716350377;7957;8482;23.30827141;52.38095093;2.334784269;21.9759922;7581;95.45454407;3.009317636;1.536136985;7942;58.77556229;41.22443771;7726;97.45999908;1.669999957;0.870000005;7927;8574;3.049999952;16.15999985;38.29999924;42.49000168;2.34;1.63;7933;96.03;8261;44.31000137;55.69;1.92;0.81;8016;97.27;8241;8897;92.61548837;35.22855377;;;;25.69130898;25.04232597;;3.357787848;;;2.863995552;5.516365528;2.299661398;;;;;;7088;92.81130981;3.535419703;3.653266907;7637;7944;;;;;;;;;;;;;;;;;;;;;;8519;2.671169758;;27.09548569;2.517654181;18.1762352;37.08934784;;;2.793982267;;0.44519496;9.210929871;6514;83.85684967;9.629248619;6.513903141;7768;8567;;;;;;;;;;;;;;;;;8527;;;;;1.321525931;1.06267035;;;5.204359531;;57.11171722;;13.61035442;21.68937302;7340;92.40840912;4.431574821;3.160015106;7943;8574;;;;;;25.14999962;;28.03000069;2.5;;1.50999999;2.700000048;;2.769999981;;;;23.80999947;;13.52000046;;7077;92.66999817;2.829999924;4.5;7637;3741;;1.489885211;1.96828866;;2.884089708;;;30.11208344;;;;1.462547898;;15.25423717;;46.82886887;;;;7316;90.98371124;4.42730999;4.588981628;8041;8519;2.4629035;;5.736576557;10.83065605;;9.56096077;;59.98164368;;;;2.080465078;1.1167202;8.230074883;;;6537;84.17460632;9.760494232;6.064898491;7766;8567;;1.590000033;5.949999809;35.25999832;;;3.99000001;;53.20999908;;;;6971;89.55999756;6.730000019;3.710000038;7784;8527;;;;3.670000076;1.909999967;;;14.19999981;;42.36999893;;;24.59000015;13.26000023;;7022;88.40488434;5.110000134;6.480000019;7943;8574;55.99;34.92;3.77;5.31;;5.69;4.49;29.83;;;;26.16;;10.59;24.33;;;1.480000019;;2.29;5.31;;;;7419;89.82;8260;8897;;17.32902718;13.69189739;;12.48420143;1.727285504;;45.23;0.744277477;;;5.645274639;6.389552116;2.920938015;14.96;2.611992598;36.45555496;7121;93.48825073;3.54470253;2.967047453;7617;8127;;;;;;;;8.283783913;;;;45.60810852;53.89;0.243243247;;;5.621621609;6.364864826;30.0405407;2.837837934;;;;;;;;;44.86;1;7400;93.78960419;3.941698313;2.268694639;7890;8566;;;;;2.030319452;;48.95776749;50.99;;;4.168922424;;2.179209471;10.11099052;32.55278778;;49.01;;7388;94.63301849;3.253490448;2.113487959;7807;8482;;;6.254432201;6.25;;;54.91419601;54.90999985;;;;38.83137131;;38.83000183;;;;;7051;91.34603119;4.430625916;4.223344803;7719;8408;;;;;;;53.38;;;;;;;46.62;;;;;7540;94.07;3.37;2.56;8015;;;9.28;1;2.765310526;0;3.02;0;;;15.07999992;3.445779562;0;5.21;0;27.08846092;3;;;5.212103844;35.75;8.889532089;0;;;8.89;8.904010773;1;6.341392994;1;5.530621052;0;2.16;0;2.157231808;31.81999969;;;;;;;;;17.35920143;0;6907;89.3531723;4.708926201;5.937904358;7730;8408;;;4.25;4.25;0;;;;;;;;;;;1.09;0;11.42;10.33;1;10.89;1;2.9;0;13.79;1.279999971;0;1.28;;;;;;;;;;8.2;0;13.61;5.41;1;22.48;1;22.48;;;36.09;1.77;0;6.26;4.49;0;18.58;2;18.58;;;50.05;8.33;0;7345;91.8;4.64;3.56;8001;;;;;;;;;;;;;;;;;;6;9;9;13;3;;69.17;0.644;7;24.84;25.21;6;2.53;;;0;53.38;
Pica;3;TAMARUGAL;TAMARUGAL;1;1;1;2;2512;6178;62.88998413;37.11001587;96.82035065;1.430842638;1.748807669;1258;1287;42.2723465;15.62238884;42.10526276;1197;97.70999908;1.139999986;1.139999986;1225;1338;1.964769602;3.997289896;54.26829147;0.880758822;32.58807755;6.300813198;1476;94.85861206;3.277634859;1.8637532;1556;1870;0.320512831;0.320512831;2.083333254;0.320512831;40.81196594;56.14316177;1872;97.70355225;1.252609611;1.043841362;1916;41.90628433;58.09371567;1878;98.42767334;0.89098531;0.681341708;1908;2276;22.73999977;40.99000168;4.876130581;31.38999939;2542;96.72879791;2.168124676;1.103080988;2628;45.18999863;54.81000137;2538;97.91999817;1.659999967;0.419999987;2592;3353;4.559999943;28.96999931;49.5;16.96999931;2.25;1.15;2699;96.6;2794;63.32;36.68;2.3;0.71;2740;96.99;2825;3523;77.34885041;19.33276367;;;;16.0821209;3.678357601;;38.57998276;;;;;;;4.362703323;;;17.96407127;1169;95.42857361;2.448979616;2.122448921;1225;1338;;1.54494381;;;;25.28089905;14.46629238;;1.685393214;;31.53089905;;;25;;0.491573036;1424;91.57556152;4.372990131;4.051446915;1555;1870;;;;;;;;;;;;;;;;;;2304;1.847229123;0.249625564;21.56764793;;29.55566597;;;23.26510239;;12.08187675;11.43285084;2003;90.59249115;5.427408218;3.98009944;2211;305;;;;;;;;;;;;;;;;;;;;3353;;;;;34.55319214;14.97872353;11.14893627;;36.17021179;;3.148936272;;;;;;;;;;;1175;95.91836548;2.122448921;1.959183693;1225;1338;;1.477832556;22.73047066;;6.615059853;;40.60520935;;;;1.688951492;;;;6.474313736;;20.40816307;;;1421;91.32390594;4.113110542;4.562982082;1556;1870;1.04287374;;31.69177246;1.332560778;;42.75782013;;;21.37891006;;;1.796060205;;;;;1726;93.39826965;4.599566936;2.002164602;1848;2304;1.850925446;0.75;14.85999966;;21.76000023;;28.61000061;;;;28.80999947;3.349999905;1999;90.41000366;5.46999979;4.119999886;2211;2786;19.45000076;;;1.830000043;;0.980000019;;5.449999809;;;39.5;9.640000343;23.14999962;;;2458;93.49562836;4.150000095;2.359999895;2629;3353;28.87;49.08;6.48;15.57;;3.97;2.72;6.98;;;21.89;;;9.7;;;39.38;;;6.48;15.57;;;;2608;93.31;2795;3523;;30.19801903;;11.1386137;1.732673287;5.136138439;;48.21;;;;17.2029705;;23.76237679;40.96;9.034653664;1.794554472;1616;95.90504456;2.789317608;1.305637956;1685;1924;;;;10.87274456;0.536323726;;;;;21.84300423;20.28278923;;42.12;;;;31.25304794;1.17016089;0.828863978;2.194051743;8.727450371;;;;;;;;44.17;2.29156518;2051;96.29107666;2.676056385;1.032863855;2130;2410;;;0.234466583;;1.328644037;0.31262213;41.69597626;43.34;0.429855406;5.822587013;35.79523087;;6.057053566;;;8.323563576;50.18;;2559;97.41149902;1.598781824;0.989722133;2627;3104;;1.5992167;;1.600000024;;;60.08485794;60.08000183;38.3159256;;;;;38.31999969;;;;;3064;97.36256409;2.065459251;0.571973324;3147;3805;;;;;;4.95;;;;;38.85;;;56.2;;;;;2911;96.68;1.99;1.33;3011;1.61769557;0;;;0.759326518;0;;;;;2.380000114;28.3591938;2;;;13.17266464;1;11.62;1;11.62099743;53.15000153;18.75206375;2;7.49;0;26.24;;;3.763618469;0;;;4.29;0;;34.29999924;;;;;3.202377081;0;6.965995312;0;;;3029;96.89699554;1.695457458;1.40754962;3126;3805;;;;;;;;;;;;;1.74;1.74;0;21.04;2;21.04;;;2.09;0;1.5;0;3.59;1.5;0;2.58;1.08;0;1.88;0;3.82;0;3.82;;;26.74;2;26.74;;;21.7;1;21.7;;;48.44;;;11.72;11.72;1;5.22;0;5.22;;;41.57;;;2876;95.61;3.06;1.33;3008;3.22;;35.88;;11.89999962;35.85;;;;;13.14999962;;3.36;2.18;2639;94.45;2794;3;3;9;13;13;4.95;22.86;0.793;58;16.94;24.63;3;-5.2;38.85;38.85;1;4.95;
Alto del Carmen;9;HUASCO;HUASCO;3;3;3;6;4745;4840;66.98584747;33.01415634;96.15692902;1.641313076;2.201761484;2498;2576;46.85990524;9.617918015;43.52217865;2277;93.89690399;2.185566902;3.917525768;2425;2625;3.260384083;5.582849503;63.33184433;1.965162992;22.19740868;3.662349224;2239;89.95580292;4.138207912;5.905986309;2489;2785;0.910273075;0.910273075;2.167316914;0.47680971;50.9319458;44.60338211;2307;94.66557312;2.7082479;2.626179695;2437;53.25861359;46.74138641;2409;97.56987;1.2555691;1.1745646;2469;2836;21.81999969;51.75999832;7.626514435;18.79000092;2805;94.76000214;2.49915576;2.735562325;2961;59.43000031;40.56999969;2854;96;2.519999981;1.477501631;2973;3744;6.139999866;26.95000076;37.77000046;29.13999939;3.48;2.86;2883;93.66;3078;49.55;50.45;3.22;1.84;2892;94.94;3046;3614;84.39402324;26.5259285;;;20.65167427;;20.37631989;;29.18770027;;;;;2.111060143;;;;;1.147315264;2179;89.85566711;4.206185341;5.938144207;2425;2625;;5.042816162;5.090390205;;;28.44909668;14.747859;;;;;21.97906685;24.6907711;;;;2102;84.45158386;5.664925575;9.883487701;2489;2785;;;;;;;;;;;;;;;;;;2894;;;;;53.67412186;;;;31.03605652;15.28982162;;2191;88.70445251;5.059999943;6.230000019;2470;2899;;;;;;;;;;;;;;;;;;;;3744;25.12562752;;;;19.32389259;;27.59250832;;8.131567001;;;;;;;3.471904993;;;;;16.35449982;2189;90.26804352;3.257731915;6.474226952;2425;2625;;6.060606003;4.782196999;;;;31.91287804;13.25757599;;;;1.799242377;;;;24.76325798;;17.42424202;;2112;84.6832428;5.45308733;9.86367321;2494;2785;1.883052468;;37.11595535;2.47770071;;37.66104889;;16.60059547;;;2.52725482;1.734390497;;;;;2018;84.71872711;9.529807091;5.751469135;2382;2894;3.974417448;5.070000172;17.5;14.76000023;;;46.83000183;11.88000011;;;;;2189;88.62000275;5.429999828;5.949999809;2470;2899;;;7;4.639999866;1.649999976;;;30.25;;23.62000084;;20.52000046;12.31999969;;;2671;90.20600891;5.03000021;4.760000229;2961;3744;36;34.31;;23.66;6.04;5.36;7.99;;11.14;;;24.86;;;19.8;14.51000023;;;;;17.46999931;6.19;;6.04;2667;86.65;3078;3614;;16.25056648;;;14.07172012;13.163867;2.632773399;46.11;7.943713188;;;9.668633461;7.399001598;25.01134872;42.08;3.858374834;;2203;90.69576263;5.351996899;3.952243805;2429;2710;;;;;1.815111876;;;7.007175922;;38.7083168;;;45.72;;;;1.983959436;20.55719757;23.42760658;;4.136766434;;;2.363866568;;;;;52.47;;2369;94.26979828;3.38241148;2.347791433;2513;2927;;;0.884582996;;4.717775822;0.800336957;43.5551796;49.08;;;7.49789381;;9.098567963;19.2923336;8.508846283;;44.4;5.644481659;2374;95.036026;2.361889601;2.602081776;2498;2938;;1.646655202;;1.649999976;;;49.19382477;49.18999863;;;;;49.1595192;49.15999985;;;;;2915;97.52425385;0.970224142;1.505520225;2989;3396;;;;;;;;;;;3.1;;;46.79;;;42.36;7.75;3227;96.94;1.53;1.53;3329;;;;;;;0.48;0;;;0.479999989;19.15774918;1;;;14.049016;1;;;;33.20999908;33.24128342;3;;;33.24;5.937176228;0;7.870210648;1;7.559544563;0;;;;54.61000061;;;;;;;;;11.70176029;0;2897;96.95448303;1.338688135;1.706827283;2988;3396;15.03;1;15.03;;;;;2.22;2.22;0;;;;;;8.48;0;9.88;1.4;0;12.17;1;;;12.17;0.99;0;1.4;0.41;0;;;;;5.76;5.76;0;22.4;2;27.67;5.27;1;7.24;0;7.24;;;34.91;9.91;1;9.91;;;5.18;0;8.71;3.53;0;40.67;;;3147;94.7;2.29;3.01;3323;;10.64;27.99;;41.71;3.89;;;;15.77;;;5.72;5.66;2726;88.62;3076;9;2;9;13;13;;98.61;0.664;26;18.62;22.05;3;-23.36;3.1;3.1;1;42.36;
